"customer_id","is_churn","city","age","gender","registration_method","registration_date","plan_list_price","avg_amount_paid","auto_renew","times_under_paid","num_transactions","num_payment_methods","common_payment_method"
"4+j4BExJXoX2cWgxEvjkvBHrDEBUTCiCuTH8ef5OaSU=",0,1,NA,"",9,"2014-08-15",330,330,"NO",0,4,2,20
"LYM+npoIWydaVYzMXvUwNPJcXOeIXrEos2/yzoAW0BI=",0,9,35,"male",9,"2014-11-13",141.157894736842,149,"YES",0,19,1,39
"bXH9WQnQ6+TrQiudvakOD5Bmt8ZY6vTyAwbXU8ACk9w=",0,1,NA,"",7,"2016-01-31",99,99,"YES",0,9,1,41
"CJqOki6+/pvwRh75c7bnGPh/Kh8dBIsejq/iCltHJhw=",0,3,29,"female",9,"2004-07-27",141.55,141.55,"YES",0,20,3,39
"Pseuc3btR+FGdtrZWyEMok4kdKxCscrx32OhKZmECVE=",0,1,NA,"",7,"2013-09-15",119.407407407407,124.925925925926,"YES",0,27,1,41
"KuAnIAds+7UHumaimclW0Ul0tweGgrwfLUhkoTMjvWs=",0,4,21,"female",4,"2017-01-05",180,180,"YES",0,2,1,36
"HxpPpGJeWbnCdfckQOtqfsOhpQ6gPU7BB61lNeiOwdk=",0,1,NA,"",7,"2016-01-04",99,99,"YES",0,14,1,41
"tDsuxMbQJZvfGjypmIlbWwjDu6PyUVJWcHMrKvIA8Ns=",0,1,NA,"",7,"2014-01-11",143.269230769231,149,"YES",0,26,1,41
"cK9eECEPrMDS2MAZ33JpFTYkoxWj/9fwqTLXPL13o08=",0,1,NA,"",7,"2012-06-14",129.379310344828,134.51724137931,"YES",0,29,1,41
"yzPVPuodTHM2trwpUiIZ2dnDitW00gwEyLbQt2zhT18=",0,4,40,"male",3,"2012-11-04",141.157894736842,149,"YES",0,19,1,39
"uXi+q0sSrDcgueEQKUUQ56zbEQCO3/1Xo/fyA9e15Q4=",1,4,30,"male",7,"2013-01-23",140.428571428571,140.428571428571,"YES",0,28,1,41
"hwBFS+9Gq6SyaP74h6MQ0LTl6C3k14qujR4N3kOiWE0=",0,5,30,"male",7,"2016-02-03",99,99,"YES",0,13,1,41
"cGkPx3WmXa+lB4kyyafr5kH0fk2X+EwG3YhnfyayUG4=",0,1,NA,"",7,"2016-02-03",99,99,"YES",0,13,1,41
"FNI4OLdCVqCIQCU+Echa1pDkzQnYT+e3TTdC0b6t9G0=",0,1,NA,"",7,"2013-08-12",99,99,"YES",0,12,1,41
"E67aDh7hdk2uRGuFpPLt6T16VW3edqRPjp1kdeFFOeA=",0,1,NA,"",7,"2014-12-14",143.269230769231,149,"YES",0,26,1,41
"Pi1eJYRdX+C751IjU2kF79DVZJppu7VukfWNfayA7tA=",0,5,17,"male",3,"2015-08-26",149,149,"NO",0,2,1,38
"zgDA+Lq5K1rUA50Sn0/la9DY1WiBwImxe9/cOFwfhLo=",0,17,23,"female",9,"2006-02-28",108.363636363636,149,"YES",0,22,1,34
"uuOxRRlrEgwS4rBQ9fLy/DgZJZxxvcH5dyblShWRBqI=",0,1,NA,"",7,"2015-10-13",99,99,"YES",0,16,1,41
"ymghcYW9EE6VigAFNrdBZNJ+NLNly2FpM35K8mB63n0=",0,6,28,"female",9,"2006-10-26",148.107142857143,153.428571428571,"YES",0,28,2,37
"+DbIiHpwxTZ9Iel4c3bsyRenoq7QWtK9X96DYs0S3So=",0,1,NA,"",7,"2013-10-12",155.148148148148,160.666666666667,"YES",0,27,3,36
"hdhcO7rcYP77UcJ9kpaNRJ4mu99CIVlpQXzVcKTPUlg=",0,18,20,"male",9,"2014-12-22",141.157894736842,149,"YES",0,19,1,39
"iaOtdDJVdGV8ObtCw5eOKz1ct8HOkmTcYj+t6TMjuPk=",0,1,NA,"",7,"2016-01-20",99,99,"YES",0,15,1,41
"wHDgCUqCiRirO7WRRQzHloqxuSDY+I0eTt+19OFM/ZY=",0,6,27,"male",7,"2011-08-06",148.178571428571,143.857142857143,"YES",8,28,2,41
"2vTEf8YL+WMcVBImIRHFUuxMCXwtOSICvvjjklJJ3qk=",0,4,27,"female",3,"2013-05-05",270.909090909091,284.454545454545,"NO",0,11,2,38
"GAGIdK1q0diLZnJuEBML6Dblkf44JtZ+vujLsF6CwyQ=",0,1,NA,"",7,"2016-03-15",99,99,"YES",0,12,1,41
"cI6qlLsVVoZEXCdAsl/QA87AVj27FSWuNhvwHXg6vIY=",0,1,NA,"",7,"2015-08-27",99,99,"YES",0,19,1,41
"CpaL+/kuVooyi3eGjssRvh1+JZ+1KxsFdB0jEwk28J4=",0,13,19,"male",7,"2016-12-03",99,99,"YES",0,3,1,41
"UznW/QkwtSHAX1Xmrs4yLErUoNIAtR/Kv+q7xdmb4Uo=",0,1,NA,"",7,"2016-12-26",99,99,"YES",0,3,1,41
"QYgea1VLWvnadiuRoccd1p4O38lEXW2chT4fRffLkzg=",0,13,35,"male",4,"2015-10-16",149.117647058824,149.117647058824,"YES",0,17,2,40
"ia1msp27on6s5Odma7jcVvpguU1r8p28fnMyCWluUpc=",0,4,29,"male",7,"2010-09-20",129,129,"YES",0,26,1,41
"yATyG/qQ8iSEfhpX1c8KfrEa2yAJcKkV1qosTpJVldo=",0,1,NA,"",7,"2014-11-23",109.074074074074,109.074074074074,"YES",0,27,1,41
"Wb6e80Tce3IwF0bdjeG0SD7rOmXZCMF0fqMYYP+BChc=",0,4,NA,"female",3,"2014-10-02",143.269230769231,149,"YES",0,26,1,40
"QD19rFlSfVzgeikJ4kX/fBkW1QFkGqceXv7NThhesGQ=",0,22,32,"female",7,"2014-12-13",140.961538461538,136.307692307692,"YES",8,26,1,41
"Pj9IKO0X2JcwpgkfcX8ht1Unm4JfcS9ek6yaafToBfs=",0,1,NA,"",7,"2016-12-22",99,99,"YES",0,3,1,41
"RpxcOb96pa6rkDVUVl8J1hy4dlS98lybsAirXkzOho8=",0,4,28,"male",9,"2016-06-23",149,135.666666666667,"YES",6,9,1,23
"1zCQt8LkmZhPIIt1pnY10q33koEtmGCgg1mxKklvyak=",0,5,47,"female",9,"2009-09-01",152.238095238095,159.333333333333,"YES",0,21,2,40
"0WDT6GnVYBzKp7I6sPr4nPBTKqjXi6gfE32Zq3FXGqk=",0,13,23,"",7,"2014-02-08",145.096774193548,149.258064516129,"YES",0,31,2,41
"OEpE4D7vWfwsDqWUIjIUJGpDgBHqFNhAmBOod0lPYvk=",0,1,NA,"",7,"2015-12-03",99,99,"YES",0,15,1,41
"S/E6HrGIpJ6JDkJfNfTrUXYz16qZ0XKc/Q2nPy5uUzk=",0,5,22,"female",7,"2013-06-16",118.678571428571,124,"YES",0,28,1,41
"zJq33HavzgDalzOD+hmdTgy874bqFIprmZ3Us+miWuE=",0,1,NA,"",7,"2013-06-12",130.625,139,"YES",1,32,1,41
"kdAqqNNS+hNHjoTKoIFNtmLMHOjH4HM8np7TY97xHsw=",0,14,36,"male",9,"2014-07-20",143.269230769231,149,"YES",0,26,1,40
"t7QshvyodUY2MH0zn8q3SxBwYrDjz2dZ6T6SkWGZAEo=",1,1,NA,"",7,"2011-07-28",99,99,"YES",0,13,1,41
"ecKPJJwn8j3iHDyhVdcAJmp4yeDP3coar+VyqJL691o=",0,1,NA,"",7,"2013-01-25",139.777777777778,145.296296296296,"YES",0,27,1,41
"V4Evv1ekeywuf18EtDKhmVNScmm4Rz2GCZdHVJKU2m4=",0,1,NA,"",7,"2013-08-17",125,114.2,"YES",9,25,1,41
"XCR75BKEg/4Moxrg1zqI8srsPFPoZf6elC6y7pAwRVU=",0,1,NA,"",7,"2015-07-31",99,99,"YES",0,18,1,41
"VnAiKKyf8OVi9TQBbRP6AbqtNIVPaZDJSgE0DeAEI9A=",0,13,24,"female",9,"2008-06-09",149,149,"YES",0,16,1,37
"wF+nCF2/64Fkpgc6TS4RvjgEYAqas1yk6ElTlfEDBow=",0,1,NA,"",7,"2016-10-05",99,99,"YES",0,4,1,41
"2pjMBviGh0YUyc6qTzw9AbUmSVorvPY7uSBLgAPm95o=",0,1,NA,"",7,"2015-07-29",99,99,"YES",0,18,1,41
"ZRhFAHliHdNOsUmGZAP28d8EkFLeQ8XQW6XhB4JNlIo=",0,3,25,"male",9,"2011-11-04",166.714285714286,166.714285714286,"YES",0,14,3,38
"hQa8Tz7UdwhK7/YdNV2iEo9g/eUCDTAkIQQghIGWjdg=",0,1,NA,"",7,"2016-07-04",99,99,"YES",0,8,1,41
"6IvUwgLhNS6R1easjr5wuIO7nOYZfHB8RIVNLcaHLhg=",0,14,NA,"",9,"2015-01-15",141.157894736842,149,"YES",0,19,1,39
"ggn6BYKAKcyDU3HWGPHXJhr2q5cRirQOFh6PlIlY7TY=",0,1,NA,"",7,"2015-08-18",99,99,"YES",0,19,1,41
"0MEzU0xAeeh5lWQa6ydj7NokWxfnXoZKP7AOcoB+DBA=",0,1,NA,"",7,"2011-07-28",143.269230769231,149,"YES",0,26,1,41
"iQvuSQ0544rZVndh5b+5Sew4HXUEwwqV8VuYIrI+G5c=",0,8,43,"male",7,"2014-02-06",138.615384615385,128.230769230769,"YES",9,26,1,41
"L04/yAende3piou6Rx/MEx1lBWzCP/ZPQK1Wq4wjgBM=",0,1,NA,"",7,"2013-10-01",159.333333333333,151.555555555556,"YES",7,27,2,41
"rqqVwCGhNduKiLG6RagnJicKxoZwjYpDKFAckFhSnmg=",0,11,30,"female",9,"2006-07-18",108.363636363636,149,"YES",0,22,1,34
"F0A3sgdHpx+CwLPufslg+7PVw2xXGg6vgluIeFe5rcw=",0,1,NA,"",7,"2013-12-04",99.2,99.2,"YES",0,15,1,41
"pWWoG/mO7snRYymptqD0oQyi3ExTr6BzC6rFjTnlU2k=",0,1,NA,"",7,"2015-09-21",99,99,"YES",0,18,1,41
"QlTDADbpbbukG3plG+xTd6olCrCe5CWl6LRKdRNTU9Y=",1,13,38,"female",4,"2016-02-13",134.1,134.1,"YES",0,10,2,39
"1vibsgJ57jXMyyVSVwf8oZ5dvEZHjOj3vT9ALtZL890=",0,1,NA,"",7,"2015-07-14",99,99,"YES",0,20,1,41
"U8t8G5gykQklnizYdPbKijKSTUxD3CmgddTaIpUCki8=",0,1,NA,"",7,"2012-06-18",149,149,"YES",0,26,1,41
"s9hsvcQmfdZRs4uvQjPfQZSheKJaoIw1/00pM0TAfbs=",0,1,NA,"female",7,"2015-12-21",99,99,"YES",0,15,1,41
"kM8Vxq2+6tI5nIfjg70A3Ptbh8aN4jR/8o11mlKd0kk=",0,11,23,"male",4,"2016-09-25",124.166666666667,124.166666666667,"NO",0,6,1,38
"ztj+PZ91+uZEKjN9FbeQ7OgRkslNfb6yrn1Dcn4fZCY=",0,1,21,"female",4,"2016-01-03",139.066666666667,139.066666666667,"NO",0,15,2,38
"MOdEpKcY28ZHDDyScADZujIKZYtjCn/JtpGYHue1y9w=",0,1,NA,"",7,"2016-12-05",99,99,"YES",0,3,1,41
"4lgM3TzJaCz4w3m3Mjd7v1hK+dt6e5mGKfI2ts3eRkI=",0,1,NA,"",7,"2016-03-04",99,99,"YES",0,12,1,41
"sJ/Lps2BwucVwrqASwz4Fl8NWV5Rv6pMdv4poe+b1rQ=",1,1,NA,"",9,"2015-12-06",173.833333333333,173.833333333333,"NO",0,12,1,38
"EA6+2D9HqY1xBDzGoOSDC1quKClPqRzv/mzy0Ejnzqw=",0,1,NA,"",7,"2016-04-10",149,149,"YES",0,11,1,41
"TAThJTr0+BM3m+pWEAsqIqRtIJDUR+Xc3FiiHe55w04=",0,22,48,"male",9,"2006-06-29",108.363636363636,149,"YES",0,22,1,34
"iIGM2OAWevGR2ESNmjse68hJjZS+og0903kLh8j332o=",0,22,35,"male",9,"2007-04-27",149,149,"YES",0,26,1,40
"X+9lXwl/AC0ani0L6IhN0L8bx2AHPVJNN37XAmfTCH8=",0,1,NA,"",7,"2016-05-27",99,99,"YES",0,10,1,41
"mU7V1V+ytKwzH6YXDkSDsggsPDCxGwy90xmxojInMCU=",0,6,36,"male",9,"2009-10-05",149,149,"YES",0,26,1,40
"qJ3NvWbCGUCYWpXDD1/W2iWk8aS4eC6QM2ZCkWkNp2k=",1,1,NA,"",3,"2014-02-02",372.5,372.5,"NO",0,6,3,38
"c4CJxe8gp80QC+7of9YqFegnUI/Lz+P3zm3FmOyU6o8=",0,1,NA,"",7,"2014-01-26",143.481481481481,143.481481481481,"YES",1,27,1,41
"rVmtQkdvjFOv8w0MQvrGg2bYVsxZVEPW0urTYI/B0zo=",0,22,25,"female",9,"2011-08-22",149,149,"YES",0,8,1,40
"s246XqY9LHd3mhtmKzFkne5exWmMdR+mp/8sVVk+UYU=",1,4,19,"female",3,"2013-10-18",1788,1788,"NO",0,1,1,38
"YqRdKOJXg7J6Yn5XNnVR0wnHNep2fN0+FCYCNSYUxRc=",0,1,NA,"",7,"2014-06-20",149,143.230769230769,"YES",5,26,1,41
"qA7rxXVGWh+j0xv+GRXz19L5zu2xPV+tA3s24oLP6tE=",0,12,24,"male",3,"2013-09-20",149,149,"YES",0,3,1,37
"Dfz8ViV1NufCWMnTOON+eyv6VRpdhlhm7Yw290+C5lo=",0,1,NA,"",7,"2016-04-01",99,99,"YES",0,8,1,41
"90DttD0FbWiQBg/x/2n5s1bfg6yu9UDTxtZfx2RjXG0=",0,1,NA,"",7,"2015-11-03",99,99,"YES",0,16,1,41
"gRV7hlq+p5awZ5h1ScXnHgmFMteBrytP+05J5D40uUc=",0,1,NA,"",4,"2016-10-27",173.8,173.8,"YES",0,5,2,36
"TyAg61HaDYDGVRQAvyDkXzlm0tRyGFfcdBY58fO4BDk=",0,13,39,"female",9,"2007-07-22",108.363636363636,149,"YES",0,22,1,34
"kNYu4DQKe1eVbqix/qUBobjWjX/l9bFvg/ifqPig9W4=",0,1,NA,"",4,"2015-11-28",139.066666666667,139.066666666667,"NO",0,15,2,38
"/tnnaNVUhd6LSPdWXWxF+2eN+znIcQEDo5b+fDAVz54=",0,13,26,"male",3,"2013-07-16",151.214285714286,145.892857142857,"YES",1,28,2,40
"zqCmgzm+W/zTX7YxKRpU9b4Ia8isf1G4F17ldzK6d1g=",0,1,NA,"",7,"2016-10-10",149,149,"YES",0,5,1,41
"WjrgJd2S4l+79+Gf0T/LUBIM0whzF6zA1SQwxI/GKds=",0,22,27,"male",7,"2012-02-09",137,129.55,"YES",1,20,1,41
"CyFn/VyvmQfWzVp8ALcQT+6aowqBIn1/wYJS2v5hUxA=",0,13,53,"male",9,"2014-04-25",143.269230769231,149,"YES",0,26,1,40
"GvX4HY53m8paBoKupQhmrZ33oPkwWCNIxF+07JVaab0=",0,1,NA,"",7,"2015-08-02",149,149,"YES",0,19,1,41
"Dxgd4XV/CTd2y6pWydTeuddACl33ELEiF9B1nbwggCU=",0,1,NA,"",7,"2013-10-22",99,99,"YES",0,17,1,41
"ixLuggTrOLX75czgio9/ht5kZjpE3Ezb5QBOHSn2LRs=",0,13,21,"male",9,"2015-01-14",149,149,"NO",0,20,1,38
"mpycMAGLZ5wK4UPBdiXM1YCMxtSzTogoF3kqY/P+n4A=",0,1,NA,"",7,"2014-02-18",127.571428571429,127.571428571429,"YES",0,28,1,41
"UtmU81GFQxXkOxtAtmJxmMFWSAMuo618zxPg+p4nMiU=",0,1,NA,"",7,"2016-12-14",99,99,"YES",0,3,1,41
"OGEeO4V0391rqja3y0nllKPUsHB3dTWjfMlMdE1EHCs=",0,1,NA,"",7,"2011-01-05",138.321428571429,143.642857142857,"YES",0,28,1,41
"oBglIIEES+7Bu22B4dDgmZ5dz+ePWG9NplE72cdc9qE=",0,1,NA,"",7,"2013-04-24",99,99,"YES",0,8,1,41
"bIAQWsZ/z72FWbc6G8RdvG8kk9mg4A3M2maBGC9Qktw=",0,1,NA,"",9,"2016-08-07",894,894,"NO",0,1,1,38
"CuLlXcsDV0C6nxVxbkjNHVoOVaTr7otVBJI0dl1I370=",0,1,NA,"",7,"2016-08-27",99,99,"YES",0,7,1,41
"kId1GL2EySBeByBkVDakSeQMN8nVD6+QhrIS63ajpmo=",0,1,NA,"",7,"2012-01-19",149,149,"YES",0,26,1,41
"DpxAZM8Nb+EEpe4XUfZMhh6dkg0niP8rh5OJEb4ukQQ=",0,1,NA,"",7,"2011-01-25",105.333333333333,110.111111111111,"YES",0,27,1,41
"hbn8KmM1p9qbnWqaPnZVFvpyE6HXhdSWpAnOfDoB1xk=",0,1,NA,"",7,"2014-04-09",143.269230769231,149,"YES",0,26,1,41
"DypvasSFe2uRrq7VK7FMjTPE3ULqQB6Tf/5TYR9DPxw=",0,1,NA,"",7,"2012-03-28",118.321428571429,114,"YES",8,28,1,41
"ps+Ft3mzmGj1UXm0/ohG+IsTxrKLKh/gFDCuMYtdoXg=",0,5,29,"female",7,"2011-01-03",130.409090909091,126.272727272727,"YES",7,22,1,41
"jJRz1CEg5VWk+l5J8S0Q8XVMGnvpQiiwJnRby6aJcAg=",0,1,NA,"",7,"2014-01-31",99,99,"YES",0,8,1,41
"xtaDwmbg78F+tfKC4WPK+YCJ0SYO97uRTFOVxu6OqEE=",0,5,21,"female",3,"2015-08-23",149,149,"NO",0,8,1,38
"QV2S/zkXr+7T2+zvN8uoDsY8l/K8XS0EyhZcm3tXURo=",0,1,NA,"",7,"2015-08-28",99,99,"YES",0,17,1,41
"0waaQ3aT8ybKHvqyUr1SLwPEcqs6yXVKF2/ogz/q0u0=",0,22,26,"female",4,"2016-03-06",149,149,"YES",0,8,1,39
"Xh3pukecevWVCyU9rZtqISue3VOri7mcz897rddpobs=",0,1,NA,"",7,"2013-05-04",115.708333333333,121.916666666667,"YES",0,24,1,41
"topOjEdvdIjGc5pgPHtyevFerqsaexPmzL3n4odwqsc=",0,1,NA,"",7,"2013-02-15",99,99,"YES",0,9,1,41
"FBDDIxN0f2LuYTvthWItkIYQnMyLN5Y0AEhcvRSDWbo=",0,1,NA,"",7,"2013-08-25",99,99,"YES",0,17,1,41
"E61wuYb/MP5Z9uIr30hhM0th+EV2FgmNXGpt9nPdpUs=",0,13,19,"male",3,"2012-09-08",135,135,"NO",0,4,2,29
"43yL+9YY1vqna7G387GyDHsdQbQHan/usoXd0yz1EAg=",0,10,29,"female",3,"2012-06-01",180,180,"YES",0,11,1,36
"9KF8a3Q0eIY+Y3CYiJfwJpyOD/ss4AS7Qljr0UhZuiA=",0,13,20,"female",9,"2012-01-23",122.392857142857,143.678571428571,"YES",0,28,4,39
"SISZpv92qxVMOy4gijJDV+bqzD8xv0C2NkEw3wHWC0Y=",1,1,18,"",4,"2016-04-19",120,120,"NO",0,4,2,38
"yT7P7Vvj/vpJLddYNONgv2g02BisS2VYx529DobFH/4=",1,1,NA,"",4,"2017-01-16",180,180,"NO",0,2,1,36
"CvMB6LeZIZs1c4mbUQAynusBDa0akjKoysXUef/lWwU=",0,13,36,"female",9,"2011-08-02",141.157894736842,149,"YES",0,19,1,39
"tjp5ZOXJz+pycZ100BI63b9bCUKIYvb5rzuoAQUSaSI=",0,1,NA,"",7,"2013-10-13",99,99,"YES",0,11,1,41
"L1HWcH+K4lPuQLV38M2/r0oIgd6a4ybP97J6TVOJuck=",0,1,NA,"",7,"2013-12-03",130.366666666667,134.333333333333,"YES",1,30,1,41
"+cZwXac/isloqIFDh5T6pxVt6iimYBcqqTpYYTRvu9M=",0,1,NA,"",7,"2013-10-31",99,99,"YES",0,7,1,41
"muuOUuvitsuK8E28pjQ480g7a9cht+gc8BCCh9N2nQk=",0,1,NA,"",7,"2016-05-21",99,99,"YES",0,10,1,41
"X1wrhLer6C+4Y3X0ssN7xv4dUGhGu5ncNlRsKuwCOj0=",0,1,NA,"",7,"2015-12-11",99,99,"YES",0,15,1,41
"MZogkx+w5X0SsKrIdmjjjr8Zwexx6nH5GkrhpSlN1F4=",0,13,28,"male",9,"2016-10-12",149,99,"YES",6,6,1,23
"LnsGd+pS37abj+mGLyAANp60X4Va+Wd2VEohgu4qETY=",0,13,21,"male",7,"2014-05-18",139.909090909091,126.363636363636,"YES",1,11,1,41
"VY3azeaGXVuuFLNeVKxRyeJvwe5/+lt3+RjEl591K98=",0,1,NA,"",7,"2010-09-03",123.111111111111,127.888888888889,"YES",0,27,1,41
"Pd6C4s0vEAgTTMkb5DmqMxjpQ3nlL6V05zDue3fGOHQ=",0,5,22,"female",3,"2014-07-20",143.678571428571,149,"YES",0,28,1,37
"+y6wd0DkHc+esAk1DmsiIoAywhm2ocVHEOG7SWpdtSA=",0,13,32,"female",9,"2006-04-15",141.157894736842,149,"YES",0,19,1,39
"oCW8Ifa+bmp8f4YnsYsXEPyHUl5hVSAoCu+A4I4gs0w=",0,1,NA,"",7,"2014-04-19",138.285714285714,138.285714285714,"YES",0,28,1,41
"v+ZvjDkVuBh5JSdmoXHcuMuE7V3B5iYiP3lD24hzLkk=",0,1,NA,"",7,"2016-02-18",99,99,"YES",0,13,1,41
"CDRi4ZXgCR6F5Y78xFAE7PzMMqPDPPGzn4KQ+vWq/bc=",0,1,NA,"",7,"2016-02-06",99,99,"YES",0,13,1,41
"bsK4M5U2PmvWI2srR1cWnY7g7oDQLB5WSkFU8puR4WI=",0,13,25,"male",4,"2016-09-30",161.4,161.4,"NO",0,5,2,38
"wTtJ8luP0JLFh2vdCuOo21fbrd5/bKr/jigEdTNH0aU=",0,13,28,"male",9,"2006-06-28",152.666666666667,158.185185185185,"YES",0,27,2,40
"mtOsqrLo5rDnnmIIBePBS0tjwbJz5EBbjqhonfNcljc=",0,1,NA,"",7,"2016-02-27",99,99,"YES",0,13,1,41
"kLo8xF/qpUuxlCHgwCmMsf68+4Z7IxBIymw7xXKwAv4=",0,1,NA,"",3,"2014-03-14",130.375,130.375,"NO",0,8,2,38
"YyfagfleBXlEw08OmzK9hr0621ytbCyzR6bh4C5sW7g=",0,1,NA,"",7,"2014-08-16",99,99,"YES",0,7,1,41
"Ho+Ak8OEe0FFE9Bkd3qcO9YMu+Ruhk8knR2RhKrQ+Rk=",0,1,NA,"",7,"2016-03-06",99,99,"YES",0,11,1,41
"7cgXhEbpE5J4HIs6cTois5uXws0d0yutrJQKPYEYSAs=",0,1,NA,"",7,"2015-12-13",99,99,"YES",0,15,1,41
"a9j3NhN/V/IODdKGm6IpACku2sTLtczgKOrJUBTS/M4=",0,4,19,"female",3,"2015-09-17",135,135,"YES",0,4,2,29
"L9uGJzzxVk08K1VStn/suxGq1TOCX4SkpGDIcBy1lho=",0,10,57,"female",9,"2011-06-08",149.333333333333,149.333333333333,"YES",0,15,2,40
"SJBfLjjS61Dzr5PjYtyXgpzciO0SxjwlZvpso+hXdLQ=",0,1,NA,"",7,"2015-09-19",99,99,"YES",0,18,1,41
"OYYPeFXVD65z26iqkJAOBmgEpoF0IjMtN6ETgkqRjm4=",1,5,53,"female",9,"2010-11-16",894,894,"NO",0,3,1,32
"P3Q6CqtpZtk6icGPsr12CrQ/K1rRsZccLWyi55fCQGM=",0,1,NA,"",7,"2016-03-07",99,99,"YES",0,12,1,41
"qD7RRfVL8zu9e7xZz+D6xOBJgdMJ6vwK01VmlrPp/5w=",0,5,21,"male",3,"2014-06-14",253.636363636364,253.636363636364,"NO",0,11,4,38
"LCE+7RvI2GGEPxyoZMQ/X7Jkgk6GEUn4+SVeQ7F7BMM=",0,3,18,"female",4,"2016-04-08",122.090909090909,122.090909090909,"NO",0,11,2,38
"BZtPI8tGdkERvPm7auid8EGL0FRH/+G9Gq1JBpZjk5M=",0,6,38,"male",9,"2008-06-28",149,149,"YES",0,12,1,37
"1xDgR24hqZBuw77v2VHylYDmyunB++FAVGNQgAdBZss=",1,14,44,"female",7,"2013-10-22",137.538461538462,137.461538461538,"YES",9,26,1,41
"owLsgqOHqPhYBZf3pb6hrUQXpXlZOiT76Ytyka0OmpM=",0,1,NA,"",4,"2017-01-01",180,180,"NO",0,2,1,36
"c0BYBcd56En6itBXbTKXbcu+e4Gu1DJeo++UD+dy/Kw=",1,15,40,"",7,"2010-03-11",238.4,248.333333333333,"YES",0,15,3,41
"epplBAQA4bJ/Gu6DGrkKluE8h84ljffFn9ObKQpa+70=",0,13,26,"male",4,"2016-08-28",149,149,"YES",0,5,1,40
"TtkS3P22Q6sc98x5LoBr2ewp41VT24bNT9pgQso4u0c=",0,8,27,"male",4,"2016-03-31",149,149,"YES",0,8,1,39
"wI+Zlsg5BR281bdmNb7MzN21Uwsli9stnDmZFSsPsK0=",0,1,NA,"",7,"2012-03-03",143.269230769231,142.076923076923,"YES",5,26,1,41
"Xqcgn+zh+wIz7EVJpNYCHryqAtBC/0Jd5XJ0MtJL5Zs=",0,1,NA,"",7,"2015-07-09",99,99,"YES",0,20,1,41
